#校對至U+2E34B

2CEB0	𬺰	jn
2D965	𭥥	ahhn
2D966	𭥦	anil
2D967	𭥧	anij
2D968	𭥨	ache
2D969	𭥩	ayt
2D96A	𭥪	atmm
2D96B	𭥫	wa
2D96C	𭥬	hjka
2D96D	𭥭	apvy
2D96E	𭥮	aqhp
2D96F	𭥯	akb
2D970	𭥰	asmg
2D971	𭥱	akdi
2D972	𭥲	apa
2D973	𭥳	aaj
2D974	𭥴	wfa
2D975	𭥵	aher
2D976	𭥶	aod
2D977	𭥷	aoa
2D978	𭥸	anii
2D979	𭥹	ahjr
2D97A	𭥺	aem
2D97B	𭥻	afd
2D97C	𭥼	aylc
2D97D	𭥽	afmc
2D97E	𭥾	ayhv
2D97F	𭥿	aiq
2D980	𭦀	akss
2D981	𭦁	anhn
2D981	𭦁	anpu
2D982	𭦂	aav
2D983	𭦃	fca
2D984	𭦄	amgt
2D985	𭦅	appg
2D986	𭦆	ayk
2D987	𭦇	atyv
2D988	𭦈	abmc
2D989	𭦉	awks
2D98A	𭦊	abnd
2D98B	𭦋	ankm
2D98B	𭦋	ankv
2D98C	𭦌	nwa
2D98D	𭦍	aobu
2D98E	𭦎	aoos
2D98F	𭦏	ahdn
2D990	𭦐	aqjl
2D991	𭦑	ajce
2D992	𭦒	ajcn
2D993	𭦓	ayiu
2D994	𭦔	asuk
2D995	𭦕	aice
2D996	𭦖	rka
2D997	𭦗	abts
2D998	𭦘	lltt
2D998	𭦘	llyjj
2D999	𭦙	mvia
2D99A	𭦚	mca
2D99B	𭦛	akmf
2D99C	𭦜	ajomj
2D99D	𭦝	ajoii
2D99D	𭦝	ajoml
2D99E	𭦞	ajhgu
2D99F	𭦟	awls
2D9A0	𭦠	aaht
2D9A1	𭦡	ahlo
2D9A2	𭦢	ahhl
2D9A3	𭦣	afqu
2D9A4	𭦤	ajmo
2D9A5	𭦥	aioi
2D9A6	𭦦	asjb
2D9A7	𭦧	anme
2D9A7	𭦧	avne
2D9A8	𭦨	mashr
2D9A9	𭦩	agcu
2D9AA	𭦪	mwyma
2D9AB	𭦫	mwva
2D9AC	𭦬	ajbc
2D9AC	𭦬	apbc
2D9AD	𭦭	akgg
2D9AE	𭦮	aqjm
2D9AF	𭦯	aohvp
2D9B0	𭦰	paijb
2D9B1	𭦱	arsj
2D9B2	𭦲	atkr
2D9B3	𭦳	lua
2D9B4	𭦴	anus
2D9B5	𭦵	ahrg
2D9B6	𭦶	ahov
2D9B7	𭦷	amob
2D9B8	𭦸	ahak
2D9B9	𭦹	avhmy
2D9BA	𭦺	ahxo
2D9BB	𭦻	anst
2D9BC	𭦼	apav
2D9BD	𭦽	aybb
2D9BE	𭦾	ayrn
2D9BE	𭦾	ayru
2D9BF	𭦿	ajce
2D9C0	𭧀	bowla
2D9C1	𭧁	llnhx
2D9C2	𭧂	atcp
2D9C3	𭧃	ajbbe
2D9C4	𭧄	ajiav
2D9C5	𭧅	amwd
2D9C6	𭧆	mwyka
2D9C7	𭧇	amgk
2D9C8	𭧈	aqif
2D9C9	𭧉	atmb
2D9CA	𭧊	aunk
2D9CA	𭧊	auuk
2D9CB	𭧋	afbu
2D9CC	𭧌	aafu
2D9CD	𭧍	arwg
2D9CE	𭧎	abvk
2D9CF	𭧏	abhx
2D9D0	𭧐	aheu
2D9D1	𭧑	avgi
2D9D2	𭧒	ayjj
2D9D3	𭧓	ajyrn
2D9D3	𭧓	ajyru
2D9D4	𭧔	adoe
2D9D5	𭧕	atbu
2D9D6	𭧖	allv
2D9D7	𭧗	acjdi
2D9D8	𭧘	ahaf
2D9D9	𭧙	ayhr
2D9DA	𭧚	ahpdk
2D9DB	𭧛	anwu
2D9DC	𭧜	ahnd
2D9DD	𭧝	oamjs
2D9DE	𭧞	ahnh
2D9DF	𭧟	afno
2D9E0	𭧠	aile
2D9E1	𭧡	via
2D9E2	𭧢	jbamo
2D9E3	𭧣	mkfa
2D9E4	𭧤	akja
2D9E5	𭧥	ajtc
2D9E6	𭧦	aohqi
2D9E7	𭧧	ajii
2D9E8	𭧨	afbk
2D9E9	𭧩	atyj
2D9EA	𭧪	awgf
2D9EB	𭧫	almc
2D9EC	𭧬	ancr
2D9ED	𭧭	aogf
2D9EE	𭧮	ahos
2D9EF	𭧯	abyhv
2D9F0	𭧰	amwg
2D9F1	𭧱	atca
2D9F2	𭧲	afff
2D9F3	𭧳	gqa
2D9F4	𭧴	aand
2D9F5	𭧵	ajwv
2D9F6	𭧶	ajaf
2D9F7	𭧷	ayps
2D9F8	𭧸	aavo
2D9F9	𭧹	rmhoa
2D9F9	𭧹	rmhya
2D9FA	𭧺	ahsfd
2D9FB	𭧻	amtbs
2D9FC	𭧼	amlsb
2D9FD	𭧽	aycv
2D9FE	𭧾	asuf
2D9FF	𭧿	asit
2D9FF	𭧿	asmt
2DA00	𭨀	qajch
2DA01	𭨁	amfb
2DA02	𭨂	tajbc
2DA02	𭨂	tapbc
2DA03	𭨃	aatp
2DA04	𭨄	abmp
2DA05	𭨅	amybb
2DA06	𭨆	acav
2DA07	𭨇	afdb
2DA08	𭨈	aybu
2DA09	𭨉	agrg
2DA0A	𭨊	ataa
2DA0B	𭨋	aatj
2DA0C	𭨌	ahsf
2DA0D	𭨍	aggc
2DA0E	𭨎	agirm
2DA0F	𭨏	actmc
2DA10	𭨐	imfa
2DA11	𭨑	aomb
2DA12	𭨒	awlg
2DA13	𭨓	aybk
2DA14	𭨔	oatgr
2DA14	𭨔	oattr
2DA15	𭨕	aswu
2DA16	𭨖	aafc
2DA17	𭨗	afwrw
2DA18	𭨘	ilwv
2DA19	𭨙	twmms
2DA1A	𭨚	nya
2DA1B	𭨛	twoin
2DA1C	𭨜	twi
2DA1D	𭨝	aphl
2DA1E	𭨞	mga
2DA1F	𭨟	cadh
2DA20	𭨠	hka
2DA20	𭨠	ika
2DA20	𭨠	mka
2DA21	𭨡	lalk
2DA22	𭨢	auup
2DA23	𭨣	aomb
2DA24	𭨤	bsl
2DA25	𭨥	bnn
2DA26	𭨦	bol
2DA27	𭨧	bnn
2DA28	𭨨	mib
2DA29	𭨩	bmt
2DA2A	𭨪	bylm
2DA2B	𭨫	boll
2DA2C	𭨬	bf
2DA2D	𭨭	bsk
2DA2E	𭨮	blk
2DA2F	𭨯	bcms
2DA30	𭨰	btk
2DA31	𭨱	bnln
2DA32	𭨲	bann
2DA33	𭨳	byhv
2DA34	𭨴	ain
2DA35	𭨵	bim
2DA36	𭨶	bleg
2DA37	𭨷	ahlr
2DA38	𭨸	bomr
2DA39	𭨹	bmpm
2DA3A	𭨺	bimr
2DA3B	𭨻	bomr
2DA3C	𭨼	hbau
2DA3C	𭨼	ibau
2DA3C	𭨼	mbau
2DA3D	𭨽	bab
2DA3E	𭨾	hbhnd
2DA3F	𭨿	hbb
2DA3F	𭨿	ibb
2DA3F	𭨿	mbb
2DA40	𭩀	jrbb
2DA41	𭩁	bqlr
2DA42	𭩂	buhi
2DA43	𭩃	bfqe
2DA44	𭩄	bnwp
2DA45	𭩅	bfqf
2DA46	𭩆	bmmc
2DA47	𭩇	bbjcm
2DA48	𭩈	bnbo
2DA49	𭩉	bneu
2DA4A	𭩊	bbbe
2DA4B	𭩋	bjmx
2DA4C	𭩌	ygbkk
2DA4D	𭩍	btub
2DA4E	𭩎	bsme
2DA4F	𭩏	bmak
2DA50	𭩐	botq
2DA51	𭩑	bbmp
2DA52	𭩒	bmbv
2DA53	𭩓	bwlp
2DA54	𭩔	ygndt
2DA55	𭩕	ygjbm
2DA56	𭩖	bbcv
2DA57	𭩗	bmbo
2DA58	𭩘	dn
2DA59	𭩙	dmy
2DA5A	𭩚	dik
2DA5B	𭩛	dlis
2DA5C	𭩜	dmg
2DA5D	𭩝	dkp
2DA5E	𭩞	eed
2DA5F	𭩟	dvo
2DA60	𭩠	tjd
2DA61	𭩡	dvil
2DA62	𭩢	ssd
2DA63	𭩣	dmms
2DA64	𭩤	dih
2DA65	𭩥	gnd
2DA66	𭩦	dymy
2DA67	𭩧	domj
2DA68	𭩨	dhes
2DA68	𭩨	doks
2DA69	𭩩	jhvh
2DA6A	𭩪	dnil
2DA6B	𭩫	dom
2DA6C	𭩬	dopd
2DA6D	𭩭	kdol
2DA6E	𭩮	iid
2DA6E	𭩮	ikd
2DA6E	𭩮	iod
2DA6F	𭩯	dve
2DA70	𭩰	dive
2DA71	𭩱	ummd
2DA72	𭩲	nhd
2DA73	𭩳	dppp
2DA74	𭩴	dihs
2DA75	𭩵	dmna
2DA76	𭩶	mnd
2DA77	𭩷	dap
2DA78	𭩸	rrd
2DA79	𭩹	dnir
2DA7A	𭩺	dcbm
2DA7B	𭩻	dejk
2DA7C	𭩼	fdd
2DA7D	𭩽	dfd
2DA7E	𭩾	diau
2DA7F	𭩿	rud
2DA7F	𭩿	rvd
2DA80	𭪀	dtt
2DA81	𭪁	dshh
2DA82	𭪂	demn
2DA83	𭪃	gkd
2DA84	𭪄	dqme
2DA85	𭪅	dkmr
2DA86	𭪆	dydi
2DA87	𭪇	dmkr
2DA88	𭪈	dlsk
2DA89	𭪉	domm
2DA8A	𭪊	dheh
2DA8A	𭪊	dokh
2DA8B	𭪋	hdmnr
2DA8C	𭪌	doos
2DA8D	𭪍	kcymy
2DA8D	𭪍	kdymy
2DA8E	𭪎	kckr
2DA8E	𭪎	kdkr
2DA8F	𭪏	dnsr
2DA90	𭪐	dymr
2DA91	𭪑	yvdd
2DA92	𭪒	dtyo
2DA93	𭪓	dlsp
2DA94	𭪔	dndk
2DA95	𭪕	mqd
2DA96	𭪖	nid
2DA97	𭪗	chd
2DA98	𭪘	ddje
2DA99	𭪙	ttjd
2DA9A	𭪚	dmlo
2DA9B	𭪛	qhid
2DA9C	𭪜	dslo
2DA9D	𭪝	ddik
2DA9E	𭪞	ddf
2DA9F	𭪟	dayk
2DAA0	𭪠	ymhed
2DAA0	𭪠	ymokd
2DAA1	𭪡	dtpi
2DAA2	𭪢	ybd
2DAA3	𭪣	dobp
2DAA4	𭪤	dumj
2DAA5	𭪥	wdoin
2DAA6	𭪦	dumr
2DAA7	𭪧	dyhl
2DAA8	𭪨	hnd
2DAA9	𭪩	dhbn
2DAAA	𭪪	ond
2DAAB	𭪫	hndd
2DAAC	𭪬	kcfmu
2DAAC	𭪬	kdfmu
2DAAD	𭪭	yvptd
2DAAE	𭪮	djnp
2DAAF	𭪯	dtlw
2DAB0	𭪰	eed
2DAB1	𭪱	dyid
2DAB2	𭪲	dtgn
2DAB3	𭪳	edd
2DAB4	𭪴	mnd
2DAB5	𭪵	drok
2DAB6	𭪶	dtme
2DAB7	𭪷	djtd
2DAB8	𭪸	dmgl
2DAB9	𭪹	wdpr
2DABA	𭪺	dtnh
2DABB	𭪻	wdohh
2DABC	𭪼	uhwd
2DABD	𭪽	dvru
2DABE	𭪾	dlsm
2DABF	𭪿	ypdl
2DAC0	𭫀	dlmo
2DAC1	𭫁	ard
2DAC2	𭫂	dhei
2DAC3	𭫃	dort
2DAC4	𭫄	odd
2DAC5	𭫅	kid
2DAC6	𭫆	dkhi
2DAC7	𭫇	kcoos
2DAC7	𭫇	kdoos
2DAC8	𭫈	jooo
2DAC9	𭫉	dyue
2DACA	𭫊	dyrv
2DACB	𭫋	yrad
2DACC	𭫌	edym
2DACD	𭫍	drse
2DACE	𭫎	enkw
2DACF	𭫏	djtd
2DAD0	𭫐	dtgb
2DAD1	𭫑	msd
2DAD2	𭫒	mbd
2DAD3	𭫓	dmam
2DAD4	𭫔	mdd
2DAD5	𭫕	dyuc
2DAD6	𭫖	dfbc
2DAD7	𭫗	dhje
2DAD8	𭫘	qood
2DAD9	𭫙	dyhr
2DADA	𭫚	doyj
2DADB	𭫛	dysm
2DADC	𭫜	dnhb
2DADD	𭫝	dtdt
2DADE	𭫞	dslk
2DADF	𭫟	dhay
2DAE0	𭫠	dkja
2DAE1	𭫡	dmrv
2DAE2	𭫢	mwd
2DAE3	𭫣	diek
2DAE4	𭫤	dtjs
2DAE5	𭫥	dkbb
2DAE6	𭫦	dqkf
2DAE7	𭫧	dwomd
2DAE8	𭫨	dtvg
2DAE9	𭫩	dtnb
2DAEA	𭫪	ywd
2DAEB	𭫫	bdwks
2DAEC	𭫬	ddf
2DAED	𭫭	hdike
2DAED	𭫭	hdikk
2DAED	𭫭	odike
2DAED	𭫭	odikk
2DAEE	𭫮	fdptd
2DAEF	𭫯	dfqf
2DAF0	𭫰	dfqd
2DAF1	𭫱	dyvv
2DAF2	𭫲	dytv
2DAF3	𭫳	dypd
2DAF4	𭫴	dchd
2DAF5	𭫵	dehi
2DAF6	𭫶	dycb
2DAF7	𭫷	dnoi
2DAF8	𭫸	dmef
2DAF8	𭫸	dnef
2DAF9	𭫹	kdher
2DAFA	𭫺	doge
2DAFB	𭫻	dmba
2DAFC	𭫼	ddbb
2DAFD	𭫽	ddd
2DAFE	𭫾	dmmd
2DAFF	𭫿	dtmq
2DB00	𭬀	aadd
2DB00	𭬀	adad
2DB01	𭬁	dojp
2DB02	𭬂	dhdb
2DB03	𭬃	dkiy
2DB04	𭬄	dbta
2DB05	𭬅	fkd
2DB06	𭬆	dsmb
2DB07	𭬇	dnlm
2DB08	𭬈	dtog
2DB09	𭬉	doku
2DB0A	𭬊	ddsju
2DB0B	𭬋	dmbu
2DB0C	𭬌	srxu
2DB0D	𭬍	dycr
2DB0E	𭬎	dyvg
2DB0F	𭬏	vbd
2DB10	𭬐	dpai
2DB11	𭬑	ddkq
2DB12	𭬒	dmdm
2DB13	𭬓	dmbd
2DB14	𭬔	dgim
2DB15	𭬕	djjd
2DB16	𭬖	drhf
2DB17	𭬗	dtbm
2DB18	𭬘	dogf
2DB19	𭬙	diob
2DB1A	𭬚	npd
2DB1B	𭬛	dmei
2DB1B	𭬛	dnei
2DB1C	𭬜	dymt
2DB1D	𭬝	dtor
2DB1E	𭬞	dmwj
2DB1F	𭬟	tbssd
2DB20	𭬠	dpke
2DB21	𭬡	dlbk
2DB22	𭬢	led
2DB23	𭬣	dhju
2DB24	𭬤	dhqe
2DB25	𭬥	dogb
2DB26	𭬦	dpgf
2DB27	𭬧	dvoi
2DB28	𭬨	dgde
2DB29	𭬩	dtrj
2DB2A	𭬪	drji
2DB2B	𭬫	rrocd
2DB2C	𭬬	dhmd
2DB2D	𭬭	dcae
2DB2E	𭬮	dtgs
2DB2F	𭬯	dytf
2DB30	𭬰	dnmm
2DB31	𭬱	dysq
2DB32	𭬲	hhogd
2DB33	𭬳	dyrg
2DB34	𭬴	ddihc
2DB34	𭬴	dditc
2DB35	𭬵	dmbn
2DB36	𭬶	diob
2DB37	𭬷	ogd
2DB38	𭬸	dano
2DB39	𭬹	dysm
2DB3A	𭬺	mvdo
2DB3B	𭬻	dmfc
2DB3C	𭬼	dtlk
2DB3D	𭬽	twld
2DB3E	𭬾	dhei
2DB3F	𭬿	dfff
2DB40	𭭀	dipw
2DB41	𭭁	dhub
2DB42	𭭂	dmwf
2DB43	𭭃	djuc
2DB44	𭭄	yno
2DB45	𭭅	muno
2DB46	𭭆	bnno
2DB47	𭭇	dbno
2DB48	𭭈	mcno
2DB49	𭭉	ykno
2DB4A	𭭊	nrno
2DB4B	𭭋	tqno
2DB4C	𭭌	cuno
2DB4D	𭭍	ukno
2DB4E	𭭎	ykno
2DB4F	𭭏	sdno
2DB50	𭭐	ahno
2DB51	𭭑	atno
2DB52	𭭒	mano
2DB53	𭭓	meno
2DB54	𭭔	ymno
2DB55	𭭕	tgno
2DB56	𭭖	ynno
2DB56	𭭖	yvno
2DB57	𭭗	hdno
2DB58	𭭘	myls
2DB59	𭭙	ymhn
2DB5A	𭭚	ymy
2DB5B	𭭛	ymye
2DB5C	𭭜	ymhml
2DB5D	𭭝	ymf
2DB5E	𭭞	ymbm
2DB5F	𭭟	ymsmr
2DB60	𭭠	vsylm
2DB61	𭭡	tmmm
2DB62	𭭢	ymmmr
2DB63	𭭣	jmoi
2DB64	𭭤	ymryo
2DB65	𭭥	ymtgo
2DB66	𭭦	ymqmb
2DB67	𭭧	ykse
2DB68	𭭨	ymkmr
2DB69	𭭩	phymm
2DB6A	𭭪	mmal
2DB6B	𭭫	mmmnr
2DB6C	𭭬	yreg
2DB6D	𭭭	yroii
2DB6D	𭭭	yroml
2DB6E	𭭮	mmhsb
2DB6E	𭭮	mmisb
2DB6E	𭭮	mmmsb
2DB6F	𭭯	mmhqi
2DB70	𭭰	ymefk
2DB71	𭭱	ffbmm
2DB72	𭭲	yrcor
2DB73	𭭳	yfomd
2DB74	𭭴	ymymm
2DB75	𭭵	ymddf
2DB76	𭭶	ymomo
2DB77	𭭷	ympko
2DB78	𭭸	mmtav
2DB79	𭭹	mmirp
2DB7A	𭭺	ympik
2DB7B	𭭻	hmqmc
2DB7C	𭭼	ymnii
2DB7D	𭭽	mnp
2DB7E	𭭾	ynp
2DB7F	𭭿	ynmvs
2DB80	𭮀	mnru
2DB81	𭮁	mnru
2DB82	𭮂	mnje
2DB83	𭮃	mnyj
2DB84	𭮄	mnii
2DB85	𭮅	mnsk
2DB86	𭮆	mnyr
2DB87	𭮇	mnlwl
2DB88	𭮈	mnre
2DB89	𭮉	mnjlm
2DB8A	𭮊	mnmii
2DB8B	𭮋	mnfmu
2DB8C	𭮌	mnpuk
2DB8D	𭮍	mnhie
2DB8E	𭮎	mntt
2DB8E	𭮎	mnyjj
2DB8F	𭮏	mnjhp
2DB90	𭮐	mnyii
2DB91	𭮑	mnvif
2DB92	𭮒	mnglc
2DB93	𭮓	mpbt
2DB94	𭮔	mnwg
2DB95	𭮕	mnoir
2DB96	𭮖	mnnoo
2DB97	𭮗	mnmpm
2DB98	𭮘	mnolm
2DB99	𭮙	homnl
2DB9A	𭮚	msoho
2DB9B	𭮛	mnnws
2DB9C	𭮜	ddmnp
2DB9D	𭮝	mnrcu
2DB9E	𭮞	mnelm
2DB9F	𭮟	mnjwf
2DBA0	𭮠	mnmwj
2DBA1	𭮡	mnhkb
2DBA2	𭮢	mnyka
2DBA3	𭮣	mnana
2DBA4	𭮤	mnmfb
2DBA5	𭮥	mnmbb
2DBA6	𭮦	mntaf
2DBA7	𭮧	yjmnj
2DBA8	𭮨	muhne
2DBA9	𭮩	mahne
2DBAA	𭮪	grhne
2DBAB	𭮫	hrhne
2DBAC	𭮬	oyhne
2DBAD	𭮭	smre
2DBAE	𭮮	muhne
2DBAF	𭮯	lshne
2DBB0	𭮰	gbre
2DBB1	𭮱	msre
2DBB2	𭮲	wdhne
2DBB3	𭮳	lghne
2DBB4	𭮴	hshne
2DBB5	𭮵	hghne
2DBB6	𭮶	ghre
2DBB7	𭮷	mchne
2DBB8	𭮸	ydhne
2DBB9	𭮹	jfhne
2DBBA	𭮺	scre
2DBBB	𭮻	jire
2DBBC	𭮼	jrre
2DBBD	𭮽	gqhne
2DBBE	𭮾	geksr
2DBBF	𭮿	ybhne
2DBC0	𭯀	kejd
2DBC1	𭯁	bbhne
2DBC2	𭯂	kebd
2DBC3	𭯃	gewd
2DBC4	𭯄	hdhne
2DBC5	𭯅	geoma
2DBC6	𭯆	oonoe
2DBC7	𭯇	iwyi
2DBC8	𭯈	mgwyi
2DBC9	𭯉	oyoyu
2DBCA	𭯊	pprhu
2DBCB	𭯋	mcpp
2DBCC	𭯌	ppoq
2DBCD	𭯍	napp
2DBCE	𭯎	iopp
2DBCE	𭯎	mopp
2DBCF	𭯏	bdpp
2DBD0	𭯐	aphl
2DBD1	𭯑	ykpp
2DBD2	𭯒	mfhqu
2DBD3	𭯓	hudm
2DBD4	𭯔	hujt
2DBD5	𭯕	hubq
2DBD6	𭯖	huha
2DBD7	𭯗	hulln
2DBD8	𭯘	orhqu
2DBD9	𭯙	huiav
2DBDA	𭯚	huice
2DBDB	𭯛	gehqu
2DBDC	𭯜	tahqu
2DBDD	𭯝	fbhqu
2DBDE	𭯞	hurrr
2DBDF	𭯟	hunbe
2DBE0	𭯠	memhu
2DBE1	𭯡	hkmhu
2DBE2	𭯢	suiav
2DBE3	𭯣	hkhqu
2DBE4	𭯤	huytg
2DBE5	𭯥	smhqu
2DBE6	𭯦	mchqu
2DBE7	𭯧	huiev
2DBE8	𭯨	huywf
2DBE9	𭯩	sbhqu
2DBEA	𭯪	sghqu
2DBEB	𭯫	sulvk
2DBEC	𭯬	ychqu
2DBED	𭯭	huwwg
2DBEE	𭯮	vfhqu
2DBEF	𭯯	huyhm
2DBF0	𭯰	vorvp
2DBF1	𭯱	tthvi
2DBF1	𭯱	tthvm
2DBF1	𭯱	yjyji
2DBF1	𭯱	yjyjm
2DBF2	𭯲	onmvh
2DBF3	𭯳	onwkt
2DBF4	𭯴	odkb
2DBF5	𭯵	odjcn
2DBF6	𭯶	re
2DBF7	𭯷	ehi
2DBF8	𭯸	eal
2DBF9	𭯹	ehvl
2DBFA	𭯺	ehg
2DBFA	𭯺	emg
2DBFB	𭯻	epp
2DBFC	𭯼	ineg
2DBFD	𭯽	emvn
2DBFE	𭯾	eqmn
2DBFF	𭯿	qmjn
2DC00	𭰀	emks
2DC01	𭰁	ebru
2DC02	𭰂	ehml
2DC03	𭰃	eopd
2DC04	𭰄	ehes
2DC04	𭰄	eoks
2DC05	𭰅	eoki
2DC06	𭰆	ehnm
2DC07	𭰇	see
2DC08	𭰈	eihu
2DC09	𭰉	edm
2DC09	𭰉	ejll
2DC0A	𭰊	ews
2DC0B	𭰋	oke
2DC0C	𭰌	emnn
2DC0D	𭰍	esll
2DC0E	𭰎	efsm
2DC0F	𭰏	eknd
2DC10	𭰐	eoon
2DC11	𭰑	eonk
2DC12	𭰒	ekd
2DC13	𭰓	ejhp
2DC14	𭰔	eyuk
2DC15	𭰕	evnd
2DC16	𭰖	esm
2DC17	𭰗	eqme
2DC18	𭰘	qmoo
2DC19	𭰙	eswl
2DC1A	𭰚	egil
2DC1B	𭰛	emrs
2DC1C	𭰜	etsu
2DC1D	𭰝	elsl
2DC1E	𭰞	ephr
2DC1F	𭰟	eodm
2DC20	𭰠	eoyg
2DC21	𭰡	ehkt
2DC22	𭰢	eihs
2DC22	𭰢	eiis
2DC22	𭰢	eims
2DC23	𭰣	fke
2DC24	𭰤	enls
2DC25	𭰥	eepm
2DC26	𭰦	egi
2DC27	𭰧	eokb
2DC28	𭰨	essu
2DC29	𭰩	edbn
2DC2A	𭰪	eqyt
2DC2B	𭰫	qmwr
2DC2C	𭰬	eqsp
2DC2D	𭰭	tce
2DC2E	𭰮	esje
2DC2F	𭰯	etbi
2DC30	𭰰	euoi
2DC30	𭰰	euol
2DC31	𭰱	eymp
2DC32	𭰲	ebtt
2DC33	𭰳	etmu
2DC34	𭰴	ephb
2DC35	𭰵	ehom
2DC36	𭰶	ekhg
2DC36	𭰶	ekmg
2DC37	𭰷	eoml
2DC38	𭰸	ehem
2DC39	𭰹	ebfd
2DC3A	𭰺	eycj
2DC3B	𭰻	eyvt
2DC3C	𭰼	etks
2DC3D	𭰽	eep
2DC3E	𭰾	enkt
2DC3F	𭰿	eded
2DC40	𭱀	ewjo
2DC41	𭱁	joe
2DC42	𭱂	ethq
2DC43	𭱃	esqt
2DC44	𭱄	etct
2DC45	𭱅	egns
2DC45	𭱅	egus
2DC46	𭱆	ejjn
2DC47	𭱇	egik
2DC48	𭱈	embi
2DC49	𭱉	iemlk
2DC4A	𭱊	emmo
2DC4B	𭱋	emmb
2DC4C	𭱌	esjj
2DC4D	𭱍	emrj
2DC4D	𭱍	emrt
2DC4E	𭱎	ellb
2DC4F	𭱏	ewmk
2DC50	𭱐	eytn
2DC51	𭱑	ebub
2DC52	𭱒	euvi
2DC53	𭱓	ephu
2DC54	𭱔	eori
2DC55	𭱕	eyos
2DC56	𭱖	epnp
2DC57	𭱗	ebyt
2DC58	𭱘	ehsc
2DC58	𭱘	enbc
2DC59	𭱙	eitb
2DC5A	𭱚	efbd
2DC5B	𭱛	eyus
2DC5C	𭱜	efqg
2DC5D	𭱝	eyce
2DC5E	𭱞	efbr
2DC5F	𭱟	esii
2DC5F	𭱟	eskk
2DC5F	𭱟	esoo
2DC60	𭱠	eird
2DC61	𭱡	ire
2DC62	𭱢	ejss
2DC63	𭱣	emue
2DC64	𭱤	ejjn
2DC65	𭱥	egbr
2DC66	𭱦	ejrt
2DC67	𭱧	ettn
2DC68	𭱨	eypd
2DC69	𭱩	etcb
2DC6A	𭱪	ellb
2DC6B	𭱫	eywr
2DC6C	𭱬	elce
2DC6D	𭱭	ebui
2DC6E	𭱮	hhoe
2DC6F	𭱯	ebhi
2DC6F	𭱯	ebhm
2DC70	𭱰	eyrd
2DC71	𭱱	efqk
2DC72	𭱲	eipp
2DC73	𭱳	elok
2DC74	𭱴	evfu
2DC75	𭱵	ebbe
2DC76	𭱶	estr
2DC77	𭱷	mmews
2DC78	𭱸	ejjn
2DC79	𭱹	ejpr
2DC7A	𭱺	etjj
2DC7B	𭱻	etod
2DC7C	𭱼	eypu
2DC7D	𭱽	ellb
2DC7E	𭱾	eunk
2DC7F	𭱿	ewqb
2DC80	𭲀	eanu
2DC81	𭲁	etmo
2DC82	𭲂	ewob
2DC83	𭲃	eort
2DC84	𭲄	ehau
2DC85	𭲅	eoyk
2DC86	𭲆	ehor
2DC87	𭲇	ehah
2DC88	𭲈	efqd
2DC89	𭲉	etkr
2DC8A	𭲊	efqf
2DC8B	𭲋	eybk
2DC8C	𭲌	efqk
2DC8D	𭲍	eykf
2DC8E	𭲎	evmi
2DC8F	𭲏	enlu
2DC90	𭲐	sie
2DC91	𭲑	etlc
2DC92	𭲒	emma
2DC93	𭲓	egwp
2DC94	𭲔	emww
2DC95	𭲕	eqbk
2DC96	𭲖	ejwp
2DC97	𭲗	eygg
2DC98	𭲘	eipc
2DC99	𭲙	emgf
2DC9A	𭲚	ejmp
2DC9A	𭲚	ejvp
2DC9B	𭲛	ekou
2DC9C	𭲜	ekcc
2DC9D	𭲝	etal
2DC9E	𭲞	etcb
2DC9F	𭲟	eaaa
2DCA0	𭲠	eook
2DCA1	𭲡	ebdd
2DCA2	𭲢	ebta
2DCA3	𭲣	eols
2DCA4	𭲤	ehou
2DCA5	𭲥	eomw
2DCA6	𭲦	eble
2DCA7	𭲧	ebhh
2DCA8	𭲨	ejju
2DCA9	𭲩	ejco
2DCAA	𭲪	enli
2DCAB	𭲫	eshb
2DCAC	𭲬	embc
2DCAD	𭲭	ermu
2DCAE	𭲮	eamk
2DCAF	𭲯	eclr
2DCB0	𭲰	ehav
2DCB1	𭲱	ehdl
2DCB2	𭲲	froe
2DCB3	𭲳	eywt
2DCB4	𭲴	eykm
2DCB5	𭲵	etvf
2DCB6	𭲶	ejcg
2DCB7	𭲷	efqc
2DCB8	𭲸	edbn
2DCB9	𭲹	eppg
2DCBA	𭲺	ehjd
2DCBB	𭲻	eant
2DCBC	𭲼	ekbm
2DCBD	𭲽	ejjb
2DCBE	𭲾	eyma
2DCBF	𭲿	etwn
2DCC0	𭳀	etyw
2DCC1	𭳁	eypu
2DCC2	𭳂	elwv
2DCC3	𭳃	eajc
2DCC4	𭳄	ebdb
2DCC5	𭳅	ehuk
2DCC6	𭳆	ehkf
2DCC6	𭳆	eikf
2DCC6	𭳆	emkf
2DCC7	𭳇	eyrb
2DCC8	𭳈	ejtu
2DCC9	𭳉	ejtk
2DCCA	𭳊	etkg
2DCCB	𭳋	enlf
2DCCC	𭳌	evfa
2DCCD	𭳍	eimi
2DCCE	𭳎	etir
2DCCF	𭳏	etbp
2DCD0	𭳐	eqhw
2DCD1	𭳑	ekod
2DCD2	𭳒	emwm
2DCD3	𭳓	etlb
2DCD4	𭳔	epke
2DCD5	𭳕	epec
2DCD6	𭳖	etce
2DCD7	𭳗	ewlf
2DCD8	𭳘	eyvv
2DCD9	𭳙	esyr
2DCDA	𭳚	etji
